"","family","n_species","n_sp_total","prop","site35","province"
"11100","Lutjanidae",2,39,0.0512820512820513,"site112","Tropical_Southwestern_Atlantic"
"2186","Blenniidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"472","Chaetodontidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"661","Grammatidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"861","Holocentridae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"1061","Labrisomidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"1263","Monacanthidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"1360","Mullidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"1857","Synodontidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"1954","Tetraodontidae",1,39,0.0256410256410256,"site112","Tropical_Southwestern_Atlantic"
"2443","Serranidae",8,71,0.112676056338028,"site183","Tropical_Northwestern_Atlantic"
"1062","Gobiidae",6,71,0.0845070422535211,"site183","Tropical_Northwestern_Atlantic"
"1955","Pomacentridae",6,71,0.0845070422535211,"site183","Tropical_Northwestern_Atlantic"
"2053","Scaridae",6,71,0.0845070422535211,"site183","Tropical_Northwestern_Atlantic"
"1264","Haemulidae",5,71,0.0704225352112676,"site183","Tropical_Northwestern_Atlantic"
"1459","Labridae",5,71,0.0704225352112676,"site183","Tropical_Northwestern_Atlantic"
"1201","Acanthuridae",3,71,0.0422535211267606,"site183","Tropical_Northwestern_Atlantic"
"862","Chaetodontidae",3,71,0.0422535211267606,"site183","Tropical_Northwestern_Atlantic"
"1558","Lutjanidae",3,71,0.0422535211267606,"site183","Tropical_Northwestern_Atlantic"
"1858","Pomacanthidae",3,71,0.0422535211267606,"site183","Tropical_Northwestern_Atlantic"
"2187","Apogonidae",2,71,0.028169014084507,"site183","Tropical_Northwestern_Atlantic"
"662","Carangidae",2,71,0.028169014084507,"site183","Tropical_Northwestern_Atlantic"
"1361","Holocentridae",2,71,0.028169014084507,"site183","Tropical_Northwestern_Atlantic"
"1658","Mullidae",2,71,0.028169014084507,"site183","Tropical_Northwestern_Atlantic"
"1758","Muraenidae",2,71,0.028169014084507,"site183","Tropical_Northwestern_Atlantic"
"2636","Tetraodontidae",2,71,0.028169014084507,"site183","Tropical_Northwestern_Atlantic"
"3128","Aulostomidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"473","Batrachoididae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"562","Blenniidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"762","Chaenopsidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"962","Clupeidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"11101","Grammatidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"2188","Sciaenidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"2253","Scombridae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"2349","Scorpaenidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"2539","Synodontidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"2733","Urotrygonidae",1,71,0.0140845070422535,"site183","Tropical_Northwestern_Atlantic"
"1362","Labridae",11,93,0.118279569892473,"site215","Tropical_Northwestern_Atlantic"
"2350","Pomacentridae",9,93,0.0967741935483871,"site215","Tropical_Northwestern_Atlantic"
"1063","Gobiidae",8,93,0.0860215053763441,"site215","Tropical_Northwestern_Atlantic"
"2444","Scaridae",8,93,0.0860215053763441,"site215","Tropical_Northwestern_Atlantic"
"1559","Lutjanidae",7,93,0.0752688172043011,"site215","Tropical_Northwestern_Atlantic"
"2829","Serranidae",6,93,0.0645161290322581,"site215","Tropical_Northwestern_Atlantic"
"11102","Haemulidae",5,93,0.0537634408602151,"site215","Tropical_Northwestern_Atlantic"
"1202","Acanthuridae",3,93,0.032258064516129,"site215","Tropical_Northwestern_Atlantic"
"663","Chaetodontidae",3,93,0.032258064516129,"site215","Tropical_Northwestern_Atlantic"
"1265","Holocentridae",3,93,0.032258064516129,"site215","Tropical_Northwestern_Atlantic"
"2254","Pomacanthidae",3,93,0.032258064516129,"site215","Tropical_Northwestern_Atlantic"
"563","Chaenopsidae",2,93,0.021505376344086,"site215","Tropical_Northwestern_Atlantic"
"1956","Muraenidae",2,93,0.021505376344086,"site215","Tropical_Northwestern_Atlantic"
"2189","Ostraciidae",2,93,0.021505376344086,"site215","Tropical_Northwestern_Atlantic"
"2734","Scorpaenidae",2,93,0.021505376344086,"site215","Tropical_Northwestern_Atlantic"
"3129","Synodontidae",2,93,0.021505376344086,"site215","Tropical_Northwestern_Atlantic"
"2190","Aulostomidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"3130","Balistidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"474","Carangidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"763","Cirrhitidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"863","Echeneidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"963","Ginglymostomatidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"1460","Labrisomidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"1659","Malacanthidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"1759","Monacanthidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"1859","Mullidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"2054","Opistognathidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"2540","Sciaenidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"2637","Scombridae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"2926","Sparidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"3023","Sphyraenidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"3223","Tetraodontidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"3321","Urotrygonidae",1,93,0.010752688172043,"site215","Tropical_Northwestern_Atlantic"
"1363","Labridae",26,148,0.175675675675676,"site101","Central_Polynesia"
"2445","Pomacentridae",21,148,0.141891891891892,"site101","Central_Polynesia"
"1203","Acanthuridae",16,148,0.108108108108108,"site101","Central_Polynesia"
"764","Chaetodontidae",14,148,0.0945945945945946,"site101","Central_Polynesia"
"3131","Balistidae",7,148,0.0472972972972973,"site101","Central_Polynesia"
"475","Blenniidae",7,148,0.0472972972972973,"site101","Central_Polynesia"
"2541","Scaridae",7,148,0.0472972972972973,"site101","Central_Polynesia"
"1266","Holocentridae",5,148,0.0337837837837838,"site101","Central_Polynesia"
"2735","Serranidae",5,148,0.0337837837837838,"site101","Central_Polynesia"
"1560","Lutjanidae",4,148,0.027027027027027,"site101","Central_Polynesia"
"2351","Pomacanthidae",4,148,0.027027027027027,"site101","Central_Polynesia"
"864","Cirrhitidae",3,148,0.0202702702702703,"site101","Central_Polynesia"
"1064","Gobiidae",3,148,0.0202702702702703,"site101","Central_Polynesia"
"1760","Microdesmidae",3,148,0.0202702702702703,"site101","Central_Polynesia"
"1860","Monacanthidae",3,148,0.0202702702702703,"site101","Central_Polynesia"
"1957","Mullidae",3,148,0.0202702702702703,"site101","Central_Polynesia"
"2927","Synodontidae",2,148,0.0135135135135135,"site101","Central_Polynesia"
"3024","Tetraodontidae",2,148,0.0135135135135135,"site101","Central_Polynesia"
"2191","Apogonidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"564","Bothidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"664","Carangidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"964","Fistulariidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"11103","Haemulidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"1461","Lethrinidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"1660","Malacanthidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"2055","Ostraciidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"2192","Pempheridae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"2255","Pinguipedidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"2638","Scorpaenidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"2830","Syngnathidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"3132","Zanclidae",1,148,0.00675675675675676,"site101","Central_Polynesia"
"2193","Pomacentridae",38,192,0.197916666666667,"site135","Eastern_Coral_Triangle"
"1364","Labridae",26,192,0.135416666666667,"site135","Eastern_Coral_Triangle"
"865","Chaetodontidae",18,192,0.09375,"site135","Eastern_Coral_Triangle"
"1204","Acanthuridae",16,192,0.0833333333333333,"site135","Eastern_Coral_Triangle"
"2542","Serranidae",12,192,0.0625,"site135","Eastern_Coral_Triangle"
"1561","Lutjanidae",10,192,0.0520833333333333,"site135","Eastern_Coral_Triangle"
"2352","Scaridae",8,192,0.0416666666666667,"site135","Eastern_Coral_Triangle"
"1761","Mullidae",6,192,0.03125,"site135","Eastern_Coral_Triangle"
"2056","Pomacanthidae",6,192,0.03125,"site135","Eastern_Coral_Triangle"
"3133","Balistidae",5,192,0.0260416666666667,"site135","Eastern_Coral_Triangle"
"476","Blenniidae",5,192,0.0260416666666667,"site135","Eastern_Coral_Triangle"
"565","Caesionidae",5,192,0.0260416666666667,"site135","Eastern_Coral_Triangle"
"1267","Holocentridae",5,192,0.0260416666666667,"site135","Eastern_Coral_Triangle"
"665","Carangidae",4,192,0.0208333333333333,"site135","Eastern_Coral_Triangle"
"11104","Gobiidae",4,192,0.0208333333333333,"site135","Eastern_Coral_Triangle"
"1958","Nemipteridae",4,192,0.0208333333333333,"site135","Eastern_Coral_Triangle"
"965","Cirrhitidae",3,192,0.015625,"site135","Eastern_Coral_Triangle"
"1462","Lethrinidae",3,192,0.015625,"site135","Eastern_Coral_Triangle"
"2639","Siganidae",3,192,0.015625,"site135","Eastern_Coral_Triangle"
"2194","Apogonidae",2,192,0.0104166666666667,"site135","Eastern_Coral_Triangle"
"2736","Tetraodontidae",2,192,0.0104166666666667,"site135","Eastern_Coral_Triangle"
"765","Carcharhinidae",1,192,0.00520833333333333,"site135","Eastern_Coral_Triangle"
"1065","Ephippidae",1,192,0.00520833333333333,"site135","Eastern_Coral_Triangle"
"1661","Monacanthidae",1,192,0.00520833333333333,"site135","Eastern_Coral_Triangle"
"1861","Muraenidae",1,192,0.00520833333333333,"site135","Eastern_Coral_Triangle"
"2256","Pseudochromidae",1,192,0.00520833333333333,"site135","Eastern_Coral_Triangle"
"2446","Scorpaenidae",1,192,0.00520833333333333,"site135","Eastern_Coral_Triangle"
"2831","Zanclidae",1,192,0.00520833333333333,"site135","Eastern_Coral_Triangle"
"2257","Pomacentridae",16,79,0.20253164556962,"site10","Lord_Howe_and_Norfolk_Islands"
"1463","Labridae",14,79,0.177215189873418,"site10","Lord_Howe_and_Norfolk_Islands"
"766","Chaetodontidae",6,79,0.0759493670886076,"site10","Lord_Howe_and_Norfolk_Islands"
"2447","Serranidae",6,79,0.0759493670886076,"site10","Lord_Howe_and_Norfolk_Islands"
"1862","Muraenidae",5,79,0.0632911392405063,"site10","Lord_Howe_and_Norfolk_Islands"
"1365","Kyphosidae",4,79,0.0506329113924051,"site10","Lord_Howe_and_Norfolk_Islands"
"1205","Acanthuridae",3,79,0.0379746835443038,"site10","Lord_Howe_and_Norfolk_Islands"
"566","Blenniidae",3,79,0.0379746835443038,"site10","Lord_Howe_and_Norfolk_Islands"
"3134","Apogonidae",2,79,0.0253164556962025,"site10","Lord_Howe_and_Norfolk_Islands"
"666","Carangidae",2,79,0.0253164556962025,"site10","Lord_Howe_and_Norfolk_Islands"
"1066","Diodontidae",2,79,0.0253164556962025,"site10","Lord_Howe_and_Norfolk_Islands"
"2543","Tripterygiidae",2,79,0.0253164556962025,"site10","Lord_Howe_and_Norfolk_Islands"
"2195","Aplodactylidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"477","Aulostomidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"866","Cheilodactylidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"966","Cirrhitidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"11105","Gobiidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"1268","Hemiramphidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"1562","Microdesmidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"1662","Mugilidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"1762","Mullidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"1959","Ostraciidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"2057","Pempheridae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"2196","Plesiopidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"2353","Rhinobatidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"2640","Zanclidae",1,79,0.0126582278481013,"site10","Lord_Howe_and_Norfolk_Islands"
"2354","Pomacentridae",42,182,0.230769230769231,"site12","Northeast_Australian_Shelf"
"1269","Labridae",29,182,0.159340659340659,"site12","Northeast_Australian_Shelf"
"667","Chaetodontidae",15,182,0.0824175824175824,"site12","Northeast_Australian_Shelf"
"967","Gobiidae",14,182,0.0769230769230769,"site12","Northeast_Australian_Shelf"
"478","Blenniidae",11,182,0.0604395604395604,"site12","Northeast_Australian_Shelf"
"1206","Acanthuridae",8,182,0.043956043956044,"site12","Northeast_Australian_Shelf"
"2197","Apogonidae",5,182,0.0274725274725275,"site12","Northeast_Australian_Shelf"
"1464","Lutjanidae",5,182,0.0274725274725275,"site12","Northeast_Australian_Shelf"
"2544","Scaridae",5,182,0.0274725274725275,"site12","Northeast_Australian_Shelf"
"2737","Serranidae",5,182,0.0274725274725275,"site12","Northeast_Australian_Shelf"
"567","Caesionidae",4,182,0.021978021978022,"site12","Northeast_Australian_Shelf"
"2258","Pomacanthidae",4,182,0.021978021978022,"site12","Northeast_Australian_Shelf"
"767","Cirrhitidae",3,182,0.0164835164835165,"site12","Northeast_Australian_Shelf"
"1366","Lethrinidae",3,182,0.0164835164835165,"site12","Northeast_Australian_Shelf"
"1763","Mullidae",3,182,0.0164835164835165,"site12","Northeast_Australian_Shelf"
"2448","Pseudochromidae",3,182,0.0164835164835165,"site12","Northeast_Australian_Shelf"
"2832","Siganidae",3,182,0.0164835164835165,"site12","Northeast_Australian_Shelf"
"3135","Balistidae",2,182,0.010989010989011,"site12","Northeast_Australian_Shelf"
"1563","Microdesmidae",2,182,0.010989010989011,"site12","Northeast_Australian_Shelf"
"2198","Plesiopidae",2,182,0.010989010989011,"site12","Northeast_Australian_Shelf"
"2928","Synodontidae",2,182,0.010989010989011,"site12","Northeast_Australian_Shelf"
"3025","Tetraodontidae",2,182,0.010989010989011,"site12","Northeast_Australian_Shelf"
"867","Ephippidae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"1067","Haemulidae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"11106","Holocentridae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"1663","Monacanthidae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"1863","Nemipteridae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"1960","Pempheridae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"2058","Pinguipedidae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"2641","Scorpaenidae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"3136","Tripterygiidae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"3224","Zanclidae",1,182,0.00549450549450549,"site12","Northeast_Australian_Shelf"
"2449","Pomacentridae",33,198,0.166666666666667,"site15","Northeast_Australian_Shelf"
"1367","Labridae",28,198,0.141414141414141,"site15","Northeast_Australian_Shelf"
"968","Gobiidae",22,198,0.111111111111111,"site15","Northeast_Australian_Shelf"
"479","Blenniidae",14,198,0.0707070707070707,"site15","Northeast_Australian_Shelf"
"768","Chaetodontidae",13,198,0.0656565656565657,"site15","Northeast_Australian_Shelf"
"2545","Scaridae",12,198,0.0606060606060606,"site15","Northeast_Australian_Shelf"
"2738","Serranidae",11,198,0.0555555555555556,"site15","Northeast_Australian_Shelf"
"1207","Acanthuridae",10,198,0.0505050505050505,"site15","Northeast_Australian_Shelf"
"11107","Holocentridae",8,198,0.0404040404040404,"site15","Northeast_Australian_Shelf"
"2199","Apogonidae",6,198,0.0303030303030303,"site15","Northeast_Australian_Shelf"
"2355","Pomacanthidae",6,198,0.0303030303030303,"site15","Northeast_Australian_Shelf"
"1564","Lutjanidae",4,198,0.0202020202020202,"site15","Northeast_Australian_Shelf"
"568","Caesionidae",3,198,0.0151515151515152,"site15","Northeast_Australian_Shelf"
"668","Carangidae",3,198,0.0151515151515152,"site15","Northeast_Australian_Shelf"
"868","Cirrhitidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"1465","Lethrinidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"1764","Monacanthidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"2059","Ostraciidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"2259","Plesiopidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"2833","Siganidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"3026","Tetraodontidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"3137","Tripterygiidae",2,198,0.0101010101010101,"site15","Northeast_Australian_Shelf"
"3138","Balistidae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"1068","Haemulidae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"1270","Kyphosidae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"1664","Microdesmidae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"1864","Mullidae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"1961","Nemipteridae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"21100","Pempheridae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"2642","Scombridae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"2929","Synodontidae",1,198,0.00505050505050505,"site15","Northeast_Australian_Shelf"
"1962","Pomacentridae",19,86,0.22093023255814,"site19","Northeast_Australian_Shelf"
